"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020605112.1"," ","LOC110043948",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000881.1",0.145998,"uncharacterized LOC110043948",44.9,1,5408,2130,3040,910,NA,2
"XP_020606358.1"," ","LOC110045094",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000959.1",0.148788,"nucleolar GTP-binding protein 1-like",38.48,1,9141,1611,1750,50,89,15
"XP_020604404.1"," ","LOC110043303",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000595.1",0.151367,"regulatory-associated protein of mTOR-like",40.4,1,21999,4005,4272,153,114,33
"XP_020624362.1"," ","LOC110061847",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001855.1",0.152265,"sodium bicarbonate cotransporter 3-like, transcript variant X1",38.3,2,21122,3690,4285,345,250,17
"XP_020615065.1"," ","LOC110053199",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001380.1",0.152742,"exosome complex component RRP42-like",36.03,1,4469,876,1857,93,888,7
"XP_020610825.1"," ","LOC110049374",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001241.1",0.156496,"ADP-ribosylation factor-like protein 6",35.64,1,1459,258,483,24,201,3
"XP_020609051.1"," ","LOC110047634",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000057.1",0.157244,"steroid 17-alpha-hydroxylase/17,20 lyase-like",40.6,1,4589,1269,1891,NA,622,2
"XP_020632603.1"," ","LOC110069417",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000476.1",0.158898,"pantothenate kinase 4-like",39.68,1,13168,2088,2374,102,184,20
"XP_020615539.1"," ","LOC110053625",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",0.159143,"transmembrane protease serine 9-like",40.06,1,19656,2592,3088,359,137,15
"XP_020626482.1"," ","LOC110063828",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000237.1",0.159836,"uncharacterized LOC110063828",43.02,1,3308,1596,3308,1076,636,1
"XP_020609617.1"," ","LOC110048177",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001156.1",0.162372,"integrator complex subunit 3-like",37.45,1,77338,2505,2505,NA,NA,20
"XP_020608278.1"," ","LOC110046901",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001100.1",0.163996,"matrix metalloproteinase-19-like, transcript variant X2",37.62,2,10945,1030,1571,246,294,8
"XP_020632200.1"," ","LOC110069080",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000457.1",0.164116,"vam6/Vps39-like protein",39.98,1,20885,2985,4121,527,609,26
"XP_020612192.1"," ","LOC110050618",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001295.1",0.164392,"uncharacterized LOC110050618, transcript variant X2",41.2,4,7390,3980,4292,96,191,6
"XP_020616956.1"," ","LOC110054923",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001464.1",0.165165,"actin, cytoskeletal 3-like",44.21,1,7425,816,921,88,17,2
"XP_020607343.1"," ","LOC110046023",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000095.1",0.165516,"WW domain-binding protein 2-like",36.31,1,7226,804,2682,54,1824,10
"XP_020628421.1"," ","LOC110065608",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000322.1",0.166516,"leucine-rich repeat and guanylate kinase domain-containing protein-like",38.08,1,21430,2472,3080,99,509,21
"XP_020612020.1"," ","LOC110050443",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001292.1",0.168306,"exosome complex exonuclease RRP44-like",38.5,1,9987,2343,3816,48,1376,23
"XP_020632545.1"," ","LOC110069369",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000475.1",0.169144,"uncharacterized LOC110069369",41.5,1,3759,606,1732,212,701,4
"XP_020617808.1"," ","LOC110055746",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001517.1",0.17063,"trafficking protein particle complex subunit 9-like",39.26,1,22977,3990,4823,78,755,23
"XP_020607236.1"," ","LOC110045917",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001020.1",0.172676,"malignant fibrous histiocytoma-amplified sequence 1 homolog, transcript variant X2",38.58,2,12858,3123,4410,145,997,9
"XP_020608159.1"," ","LOC110046788",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001085.1",0.173266,"AP-3 complex subunit delta-1-like, transcript variant X1",39.76,2,3687,282,2177,915,1056,3
"XP_020620421.1"," ","LOC110058180",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001651.1",0.174462,"flavin-containing monooxygenase FMO GS-OX-like 8, transcript variant X1",40.06,2,11940,1356,2451,406,284,5
"XP_020607340.1"," ","LOC110046019",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000095.1",0.175118,"peroxisomal membrane protein PMP34-like",37.31,1,6653,984,1793,161,648,9
"XP_020632536.1"," ","LOC110069364",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000475.1",0.176054,"uncharacterized LOC110069364",42.15,1,9706,1749,1947,129,69,10
"XP_020611148.1"," ","LOC110049684",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001256.1",0.177547,"diphosphomevalonate decarboxylase-like, transcript variant X3",38.63,3,20504,1134,1804,80,723,14
"XP_020600855.1"," ","LOC110040009",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000516.1",0.178886,"E3 ubiquitin-protein ligase arih1-like",36.86,1,27300,1548,2735,140,1047,18
"XP_020605194.1"," ","LOC110044022",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000885.1",0.180751,"organic cation transporter protein-like, transcript variant X2",40.57,2,9850,1518,3080,226,1109,10
"XP_020609334.1"," ","LOC110047924",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001139.1",0.183941,"uncharacterized LOC110047924, transcript variant X1",39.23,2,5767,744,1022,94,184,4
"XP_020625534.1"," ","LOC110062931",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000193.1",0.185226,"WD repeat-containing protein 19-like",38.66,1,5193,246,281,35,NA,5
"XP_020629173.1"," ","LOC110066295",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000360.1",0.185578,"serine/arginine-rich splicing factor 10-like",37.77,1,6290,666,1230,46,518,6
"XP_020627981.1"," ","LOC110065214",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000284.1",0.188479,"heat shock 70 kDa protein 12A-like",39.97,1,13543,1788,2837,760,289,5
"XP_020628826.1"," ","LOC110065983",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000342.1",0.189057,"early nodulin-75-like",38.99,1,4958,591,753,37,125,5
"XP_020611596.1"," ","LOC110050069",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001275.1",0.191263,"sodium-dependent neutral amino acid transporter SLC6A17-like",38.73,1,9526,1197,1345,148,NA,5
"XP_020607726.1"," ","LOC110046372",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001065.1",0.192123,"unconventional myosin-X-like",38.74,1,27766,3204,3664,191,134,28
"XP_020622081.1"," ","LOC110059697",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001708.1",0.193256,"WD repeat-containing protein 59-like",39.15,1,43315,3228,4210,893,89,25
"XP_020610540.1"," ","LOC110049111",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001228.1",0.194561,"RNA/RNP complex-1-interacting phosphatase-like",37.34,1,5616,1239,2134,164,731,10
"XP_020632741.1"," ","LOC110069557",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000044.1",0.196171,"uncharacterized LOC110069557",42.56,1,14587,7494,7991,104,196,15
"XP_020610007.1"," ","LOC110048575",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000109.1",0.198463,"tolloid-like protein 2, transcript variant X2",39.37,2,20790,1509,1812,85,109,18
"XP_020614574.1"," ","LOC110052720",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000570.1",0.198625,"solute carrier family 25 member 40-like",36.19,1,14994,1092,1868,77,699,11
"XP_020627210.1"," ","LOC110064496",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000257.1",0.200552,"spermatogenesis-associated protein 6-like",39.67,1,15822,1284,1920,493,72,11
"XP_020604584.1"," ","LOC110043474",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000595.1",0.20156,"uncharacterized LOC110043474",41.96,1,23187,10740,11023,270,13,23
"XP_020609655.1"," ","LOC110048212",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001168.1",0.202063,"splicing factor U2AF 26 kDa subunit-like, transcript variant X4",37.77,4,8329,766,1504,42,696,12
"XP_020617339.1"," ","LOC110055302",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001499.1",0.202763,"polyadenylate-binding protein 2-B-like, transcript variant X2",37.21,2,9041,682,1570,177,711,7
"XP_020629701.1"," ","LOC110066793",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000372.1",0.203369,"protein C9orf72-like",40.48,1,26622,1425,1951,282,244,10
"XP_020625107.1"," ","LOC110062520",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001905.1",0.205246,"SNARE-associated protein Snapin-like",36.4,1,3805,375,816,22,419,4
"XP_020602970.1"," ","LOC110041992",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000080.1",0.206124,"UBX domain-containing protein 7-like",37.69,1,24136,2424,2906,230,252,17
"XP_020625939.1"," ","LOC110063309",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000205.1",0.207307,"small nuclear ribonucleoprotein Sm D1-like",36,1,3472,363,933,93,477,4
"XP_020617136.1"," ","LOC110055099",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001483.1",0.209165,"PE-PGRS family protein PE_PGRS33-like, transcript variant X2",42.02,2,16501,1720,3658,230,1707,6
"XP_020608288.1"," ","LOC110046909",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001100.1",0.213331,"chymotrypsinogen B-like",40.74,1,3528,828,1550,436,286,4
"XP_020619870.1"," ","LOC110057615",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000156.1",0.218039,"acylglycerol kinase, mitochondrial-like, transcript variant X1",35.08,2,16559,1161,2130,162,806,14
"XP_020612246.1"," ","LOC110050669",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001298.1",0.219859,"uncharacterized LOC110050669",37.99,1,6995,1050,2413,124,1239,2
"XP_020624047.1"," ","LOC110061556",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001831.1",0.221649,"protein gar2-like, transcript variant X1",36.39,2,12719,2499,3405,100,806,8
"XP_020611604.1"," ","LOC110050076",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001275.1",0.221696,"40S ribosomal protein S23",36.99,1,6960,432,528,54,42,3
"XP_020616239.1"," ","LOC110054225",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001432.1",0.222917,"major facilitator superfamily domain-containing protein 6-like",43.54,1,3709,2070,3104,762,272,2
"XP_020606340.1"," ","LOC110045083",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000959.1",0.22366,"Werner Syndrome-like exonuclease",42.35,1,1601,867,1601,190,544,1
"XP_020627061.1"," ","LOC110064358",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000246.1",0.224588,"dynein beta chain, flagellar outer arm-like, transcript variant X3",40.68,4,105649,15681,15860,67,46,84
"XP_020601896.1"," ","LOC110040970",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000774.1",0.224818,"WASH complex subunit 3-like, transcript variant X2",36.25,2,15472,580,1200,93,527,8
"XP_020630924.1"," ","LOC110067918",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000413.1",0.225818,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like",37.76,1,2680,1236,2680,91,1353,1
"XP_020612758.1"," ","LOC110051122",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001311.1",0.227425,"uncharacterized LOC110051122",41.79,1,1407,585,1407,49,773,1
"XP_020630934.1"," ","LOC110067926",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000413.1",0.228538,"proteasome subunit beta type-2-like",37.42,1,2222,396,635,58,181,3
"XP_020623734.1"," ","LOC110061244",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001827.1",0.228668,"116 kDa U5 small nuclear ribonucleoprotein component-like",40.76,1,7892,1497,2059,147,415,15
"XP_020626565.1"," ","LOC110063910",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000238.1",0.230068,"mitochondrial Rho GTPase 1-A-like",36.98,1,23715,2151,3203,1052,NA,28
"XP_020615718.1"," ","LOC110053779",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001407.1",0.230813,"retinol dehydrogenase 2-like",38.68,1,8533,1143,2827,239,1445,5
"XP_020627558.1"," ","LOC110064798",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000269.1",0.235781,"bactericidal permeability-increasing protein-like",39.05,1,5341,1119,1586,45,422,11
"XP_020600835.1"," ","LOC110039994",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000516.1",0.236623,"uncharacterized LOC110039994",34.12,1,3139,330,439,5,104,5
"XP_020617211.1"," ","LOC110055180",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001491.1",0.239207,"AP-4 complex subunit mu-like",38.67,1,15614,1338,1815,108,369,16
"XP_020616966.1"," ","LOC110054932",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001464.1",0.241709,"thrombospondin-type laminin G domain and EAR repeat-containing protein-like, transcript variant X2",40.09,3,11261,1479,2821,496,846,12
"XP_020602972.1"," ","LOC110041993",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000080.1",0.247928,"FUN14 domain-containing protein 1-like",37,1,4643,537,1723,NA,1186,5
"XP_020611605.1"," ","LOC110050077",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001275.1",0.250419,"pleiotropic regulator 1-like",37.42,1,22165,1545,1725,6,174,14
"XP_020621935.1"," ","LOC110059561",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001705.1",0.25351,"probable glycosyltransferase STELLO1",38.52,1,6431,1440,1625,24,161,2
"XP_020628194.1"," ","LOC110065401",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000299.1",0.253971,"BTB/POZ domain-containing protein 6-A-like",42.94,1,944,771,771,NA,NA,2
"XP_020615457.1"," ","LOC110053551",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",0.255898,"anionic trypsin-2-like",43.97,1,1103,552,552,NA,NA,2
"XP_020607571.1"," ","LOC110046227",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001048.1",0.256254,"mediator of RNA polymerase II transcription subunit 23-like",37.91,1,48143,4101,4799,46,652,40
"XP_020604869.1"," ","LOC110043716",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000865.1",0.261927,"calpain-7-like",39.73,1,16663,1176,2608,271,1161,13
"XP_020627491.1"," ","LOC110064736",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000269.1",0.26449,"uncharacterized LOC110064736",39.1,1,3745,306,682,47,282,3
"XP_020625391.1"," ","LOC110062783",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001914.1",0.271008,"dnaJ homolog subfamily B member 14-like",36.67,1,9617,1092,1950,21,837,10
"XP_020602808.1"," ","LOC110041819",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000803.1",0.271102,"5'-3' exoribonuclease 1-like",39.02,1,34028,702,2067,526,314,7
"XP_020624216.1"," ","LOC110061707",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000703.1",0.274258,"polymerase delta-interacting protein 2-like",40.6,1,11835,984,1755,274,497,11
"XP_020612833.1"," ","LOC110051169",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001311.1",0.275524,"pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 2, mitochondrial-like",36.54,1,6228,816,1458,298,344,8
"XP_020610204.1"," ","LOC110048762",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001198.1",0.276655,"U3 small nucleolar RNA-associated protein 4 homolog",36.51,1,10551,1335,1671,NA,336,13
"XP_020602933.1"," ","LOC110041948",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000587.1",0.281678,"EGF-like repeat and discoidin I-like domain-containing protein 3",39.69,1,6744,945,1265,224,96,6
"XP_020624191.1"," ","LOC110061682",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001841.1",0.282013,"target of rapamycin complex subunit lst8-like",35.38,1,7772,957,1519,289,273,10
"XP_020615410.1"," ","LOC110053514",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",0.283034,"enteropeptidase-like",36.58,1,1829,420,544,33,91,3
"XP_020605919.1"," ","LOC110044688",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000090.1",0.286009,"uncharacterized LOC110044688, transcript variant X1",40.13,3,3161,342,788,140,458,2
"XP_020629719.1"," ","LOC110066812",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000372.1",0.287516,"receptor-type tyrosine-protein phosphatase alpha-like",37.06,1,30575,2166,4337,598,1573,19
"XP_020604974.1"," ","LOC110043809",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000867.1",0.287868,"exosome complex component MTR3-like",35.79,1,3067,528,1203,508,167,7
"XP_020620177.1"," ","LOC110057907",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001642.1",0.289611,"intersectin-1-like",40.25,1,2447,615,716,48,53,7
"XP_020609150.1"," ","LOC110047745",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001128.1",0.290997,"cholesterol 24-hydroxylase-like",38.35,1,18423,1170,2083,81,832,12
"XP_020617226.1"," ","LOC110055198",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001491.1",0.291397,"zinc finger CCCH domain-containing protein 15-like",38.01,1,9577,1467,2413,192,754,13
"XP_020620180.1"," ","LOC110057909",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001642.1",0.292199,"intersectin-2-like",42.35,1,7155,696,2204,567,941,8
"XP_020612331.1"," ","LOC110050739",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001298.1",0.295228,"protein FAM166B-like",42.51,1,3103,903,1200,86,211,4
"XP_020605184.1"," ","LOC110044011",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000885.1",0.296721,"protein FAM65B-like, transcript variant X1",37.56,2,20101,2784,4303,690,829,28
"XP_020602476.1"," ","LOC110041526",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000797.1",0.298815,"uncharacterized LOC110041526",41.06,1,9783,768,774,6,NA,3
"XP_020613224.1"," ","LOC110051530",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001326.1",0.299213,"structural maintenance of chromosomes flexible hinge domain-containing protein 1-like, transcript variant X2",41.13,2,35316,5901,8934,208,2618,27
"XP_020627851.1"," ","LOC110065091",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000282.1",0.300875,"bromodomain adjacent to zinc finger domain protein 1A-like",40.09,1,19371,5895,7510,451,1164,19
"XP_020621832.1"," ","LOC110059479",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001705.1",0.30248,"uncharacterized protein C1orf50-like",38.03,1,4507,390,1045,130,525,3
"XP_020602000.1"," ","LOC110041071",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000776.1",0.308096,"sodium/potassium-transporting ATPase subunit alpha-3-like, transcript variant X4",38.3,4,37174,2933,3619,87,578,20
"XP_020628845.1"," ","LOC110066000",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000347.1",0.308502,"protein disulfide-isomerase A3-like",39.33,1,3860,504,1902,245,1153,4
"XP_020630900.1"," ","LOC110067893",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000718.1",0.310257,"transmembrane protein 192-like",38.31,1,12174,735,1851,240,636,5
"XP_020605612.1"," ","LOC110044410",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000935.1",0.310704,"hsp70-binding protein 1-like",36.05,1,8068,891,1522,NA,631,7
"XP_020604986.1"," ","LOC110043826",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000084.1",0.318963,"rab5 GDP/GTP exchange factor-like, transcript variant X2",37.3,2,22808,1461,3136,90,1562,16
"XP_020616494.1"," ","LOC110054507",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001439.1",0.321917,"E3 ubiquitin-protein ligase RNF213-like",40.83,1,2709,1218,1263,30,15,7
"XP_020603623.1"," ","LOC110042599",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000843.1",0.324962,"uncharacterized LOC110042599, transcript variant X1",38.54,2,24422,910,1553,284,358,6
"XP_020628389.1"," ","LOC110065589",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000322.1",0.326027,"uncharacterized LOC110065589, transcript variant X2",36.73,2,3422,528,848,24,248,4
"XP_020622111.1"," ","LOC110059729",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001712.1",0.3267,"protein phosphatase 1 regulatory subunit 12C-like",39.64,1,4365,1152,1152,NA,NA,6
"XP_020605840.1"," ","LOC110044618",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000954.1",0.328337,"acetolactate synthase-like protein",36.49,1,10195,2022,3045,NA,1023,19
"XP_020614102.1"," ","LOC110052324",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000641.1",0.328578,"oxysterol-binding protein 1-like",38.97,1,93468,939,2094,NA,1155,11
"XP_020611189.1"," ","LOC110049720",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001258.1",0.330603,"intraflagellar transport protein 122 homolog, transcript variant X1",38.83,2,31523,3483,4239,251,505,47
"XP_020616490.1"," ","LOC110054505",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001439.1",0.331858,"E3 ubiquitin-protein ligase RNF213-like, transcript variant X1",40.97,2,16828,2721,2834,91,22,20
"XP_020616157.1"," ","LOC110054163",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001432.1",0.33222,"lipoma HMGIC fusion partner-like 2 protein",36.5,1,7148,708,2775,150,1767,3
"XP_020625873.1"," ","LOC110063255",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000205.1",0.333206,"imidazole glycerol phosphate synthase hisHF, chloroplastic-like",39.26,1,5629,1695,2952,1036,221,3
"XP_020601873.1"," ","LOC110040950",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000774.1",0.337122,"sodium- and chloride-dependent GABA transporter 2-like, transcript variant X1",39.07,2,24714,1826,3852,180,1847,15
"XP_020626607.1"," ","LOC110063950",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000069.1",0.337169,"transient receptor potential cation channel subfamily A member 1 homolog",39.64,1,29899,3594,4426,85,662,21
"XP_020622406.1"," ","LOC110060016",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001743.1",0.338315,"phospholipase D1-like, transcript variant X3",38.77,3,27253,2854,3763,374,248,28
"XP_020616156.1"," ","LOC110054162",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001432.1",0.339456,"protein prune homolog",37.02,1,6947,1110,2826,1383,333,5
"XP_020619505.1"," ","LOC110057253",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000664.1",0.341397,"calumenin-like",37.73,1,3159,1023,1464,200,241,5
"XP_020627751.1"," ","LOC110064991",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000280.1",0.34241,"calcium/calmodulin-dependent protein kinase type II subunit delta-like",41.18,1,1763,798,1152,NA,354,2
