"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020609082.1"," ","LOC110047664",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001126.1",0.994526,"MAP kinase-activated protein kinase 5-like, transcript variant X1",38.5,2,12795,1444,3443,260,1739,14
"XP_020614852.1"," ","LOC110053004",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000646.1",1.023412,"WD repeat-containing protein 87-like",43.59,1,2012,1491,2012,NA,521,1
"XP_020631045.1"," ","LOC110068023",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000421.1",1.062808,"EF-hand domain-containing protein 1-like",37.99,1,2972,1131,1542,200,211,6
"XP_020616592.1"," ","LOC110054587",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001441.1",1.095979,"transportin-3-like",38.68,1,26552,2937,5024,15,2072,29
"XP_020602665.1"," ","LOC110041699",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000800.1",1.10677,"sacsin-like",42.86,1,25826,13323,15847,1014,755,9
"XP_020619390.1"," ","LOC110057149",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001605.1",1.125905,"chromatin accessibility complex protein 1-like, transcript variant X2",37.16,2,15467,351,1148,19,778,4
"XP_020603630.1"," ","LOC110042607",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000845.1",1.162271,"uncharacterized LOC110042607, transcript variant X2",38.36,3,6226,843,2459,459,583,3
"XP_020627765.1"," ","LOC110065006",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000280.1",1.193216,"uncharacterized LOC110065006",38.41,1,28199,5628,5790,NA,162,29
"XP_020627365.1"," ","LOC110064633",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000260.1",1.196563,"protein SCAI-like",40.73,1,16105,2382,4036,737,917,24
"XP_020627935.1"," ","LOC110065173",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000284.1",1.217586,"histone H2B-like",49.75,1,408,408,408,NA,NA,1
"XP_020608536.1"," ","LOC110047134",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001107.1",1.224825,"uncharacterized LOC110047134",41.46,1,4624,1662,2005,321,22,4
"XP_020620895.1"," ","LOC110058584",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001662.1",1.237285,"methionine--tRNA ligase, cytoplasmic-like",36.24,1,2936,540,844,74,230,5
"XP_020615510.1"," ","LOC110053600",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",1.276841,"AP-4 complex subunit epsilon-like, transcript variant X1",39.59,3,18209,3253,4237,144,726,21
"XP_020605730.1"," ","LOC110044515",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000951.1",1.280164,"serine/threonine-protein kinase PAK 5-like",37.74,1,11184,1548,1967,153,266,6
"XP_020611368.1"," ","LOC110049867",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001262.1",1.396365,"THO complex subunit 6 homolog",35.49,1,14143,1023,2055,23,1009,14
"XP_020631508.1"," ","LOC110068472",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",1.422349,"neuronal pentraxin-1-like",38.24,1,6770,984,1461,108,261,6
"XP_020629533.1"," ","LOC110066645",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000372.1",1.433738,"neuronal acetylcholine receptor subunit alpha-10-like",39.53,1,18618,1479,4457,1916,1062,5
"XP_020626849.1"," ","LOC110064184",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000242.1",1.43978,"high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A-like",37.67,1,43466,2802,6475,501,3172,26
"XP_020629367.1"," ","LOC110066480",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000364.1",1.468032,"nucleoporin Nup37-like, transcript variant X3",37.43,4,7367,978,1838,103,653,8
"XP_020628749.1"," ","LOC110065908",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000338.1",1.473739,"uncharacterized LOC110065908, transcript variant X1",41.21,2,16060,1670,3897,1926,302,3
"XP_020604628.1"," ","LOC110043507",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000860.1",1.492595,"RNA-binding protein with serine-rich domain 1-like",42.3,1,2317,1170,2317,112,1035,1
"XP_020613706.1"," ","LOC110051937",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",1.521228,"BRCA1-associated protein-like, transcript variant X1",38.09,2,13333,1662,2347,94,1071,19
"XP_020629927.1"," ","LOC110066998",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000382.1",1.556266,"gamma-glutamyltranspeptidase 3-like",41.34,1,3609,1113,1508,222,173,4
"XP_020606785.1"," ","LOC110045525",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001010.1",1.557917,"scm-like with four MBT domains protein 2",40.39,1,9535,2493,4677,96,2088,11
"XP_020607071.1"," ","LOC110045781",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001014.1",1.582333,"protein RRP5 homolog",39.05,1,80472,5880,6799,217,702,50
"XP_020618213.1"," ","LOC110056112",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001560.1",1.645229,"uncharacterized LOC110056112",38.51,1,7676,1917,3271,262,1092,11
"XP_020626853.1"," ","LOC110064187",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000242.1",1.660278,"phospholipid-transporting ATPase ID-like",37.39,1,32458,3441,5420,340,1298,33
"XP_020607034.1"," ","LOC110045749",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001014.1",1.708149,"protein DPCD-like",39.26,1,11074,720,2478,52,1706,6
"XP_020614264.1"," ","LOC110052476",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",1.757509,"arylsulfatase J-like",40.25,1,5598,2004,3713,NA,1709,6
"XP_020622351.1"," ","LOC110059973",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001743.1",1.811283,"pseudouridylate synthase 7 homolog",40.47,1,6422,2088,2506,23,395,6
"XP_020602137.1"," ","LOC110041197",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000778.1",1.88564,"putative helicase mov-10-B.1",37.66,1,24900,2943,3473,144,243,14
"XP_020616376.1"," ","LOC110054332",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001433.1",1.940491,"organic cation transporter-like protein, transcript variant X2",41.83,2,13320,1202,1519,202,29,6
"XP_020631619.1"," ","LOC110068570",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",1.981953,"receptor-type tyrosine-protein phosphatase epsilon-like, transcript variant X2",37.98,2,23362,2508,4451,39,1904,21
"XP_020609101.1"," ","LOC110047680",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001126.1",2.012804,"multidrug resistance protein 1-like",37.26,1,24575,3603,4770,915,252,23
"XP_020603577.1"," ","LOC110042538",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000842.1",2.054074,"metastasis-associated protein MTA3-like",37.61,1,15881,2811,4133,172,1150,20
"XP_020604744.1"," ","LOC110043607",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000865.1",2.147483,"proprotein convertase subtilisin/kexin type 5-like, transcript variant X1",40.28,2,5738,884,1208,286,38,6
"XP_020606010.1"," ","LOC110044772",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",2.161762,"uncharacterized LOC110044772, transcript variant X2",40.67,2,6643,858,1868,92,918,5
"XP_020614191.1"," ","LOC110052408",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",2.212149,"dehydrogenase/reductase SDR family member 7-like",37.3,1,12915,654,1159,379,126,3
"XP_020614194.1"," ","LOC110052410",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",2.226838,"dehydrogenase/reductase SDR family member 7-like, transcript variant X2",39.36,2,6285,447,1091,336,308,4
"XP_020606100.1"," ","LOC110044863",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",2.276628,"diacylglycerol kinase iota-like",36.16,1,14254,1839,2355,395,121,21
"XP_020613633.1"," ","LOC110051890",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",2.279985,"probable ATP-dependent RNA helicase DDX43",38.63,1,24633,2358,3735,96,1281,23
"XP_020611867.1"," ","LOC110050294",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001289.1",2.458069,"cytochrome P450 27C1-like",39.4,1,9960,1575,2975,237,1163,9
"XP_020611930.1"," ","LOC110050354",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001289.1",2.49559,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial-like",37.07,1,9317,1608,3500,NA,1892,9
"XP_020602326.1"," ","LOC110041387",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000586.1",2.532696,"cytochrome P450 3A24-like, transcript variant X2",41.07,3,5564,1521,2732,290,631,3
"XP_020620761.1"," ","LOC110058453",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001651.1",2.588067,"protein mab-21-like 2",38.42,1,2346,810,1029,116,103,3
"XP_020606046.1"," ","LOC110044801",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",2.615163,"uncharacterized LOC110044801",36.77,1,7296,1023,2114,83,1008,8
"XP_020624418.1"," ","LOC110061894",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000703.1",3.439168,"tryptophan--tRNA ligase, mitochondrial-like, transcript variant X2",39.37,2,6424,1101,1973,90,782,6
"XP_020624392.1"," ","LOC110061870",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000703.1",3.467908,"cytosolic phospholipase A2-like, transcript variant X2",40.87,3,27636,2161,2921,554,206,15
"XP_020614094.1"," ","LOC110052321",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",3.513836,"UBX domain-containing protein 1-like",39.89,1,10758,1032,2516,1113,371,12
"XP_020614296.1"," ","LOC110052509",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",3.832743,"39S ribosomal protein L11, mitochondrial-like",39.36,1,2262,294,1004,NA,710,2
