"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"XP_020615219.1"," ","LOC110053336",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001383.1",0.449799,"methylmalonyl-CoA epimerase, mitochondrial-like",34.57,1,1348,300,619,NA,319,4
"XP_020614744.1"," ","LOC110052891",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000646.1",0.45622,"sacsin-like",43.43,1,6444,5127,5138,11,NA,2
"XP_020614470.1"," ","LOC110052665",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001350.1",0.469625,"exportin-5-like",39.99,1,9784,636,874,44,194,7
"XP_020625122.1"," ","LOC110062535",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001905.1",0.484593,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 1-like",35.69,1,3794,453,1109,74,582,4
"XP_020613484.1"," ","LOC110051752",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001328.1",0.495936,"protein Hikeshi-like, transcript variant X2",37.51,2,6910,604,1446,62,780,4
"XP_020609273.1"," ","LOC110047869",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001134.1",0.496069,"golgin subfamily A member 6-like protein 22",39.42,1,8704,603,960,180,177,3
"XP_020621251.1"," ","LOC110058924",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001678.1",0.496476,"carboxylesterase 5A-like, transcript variant X2",40.24,2,13247,1725,3157,1244,188,7
"XP_020606260.1"," ","LOC110045017",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000957.1",0.497334,"AT-rich interactive domain-containing protein 2-like, transcript variant X1",38.69,3,25238,5596,6906,275,1035,23
"XP_020616053.1"," ","LOC110054062",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001431.1",0.50126,"ubiquitin-like modifier-activating enzyme ATG7",35.3,1,7877,678,709,16,15,7
"XP_020623117.1"," ","LOC110060670",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001796.1",0.517002,"putative beta-lactamase-like 1",38.48,1,19833,1938,4268,522,1808,12
"XP_020603899.1"," ","LOC110042858",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000847.1",0.523346,"uncharacterized LOC110042858",39.93,1,15632,822,1145,86,237,7
"XP_020611634.1"," ","LOC110050098",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001281.1",0.523566,"steroid 17-alpha-hydroxylase/17,20 lyase-like",45.23,1,3520,1485,3520,474,1561,1
"XP_020627341.1"," ","LOC110064613",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000260.1",0.523731,"ribosomal protein S6 kinase alpha-2-like, transcript variant X2",37.05,2,20572,2082,2822,127,614,24
"XP_020611545.1"," ","LOC110050018",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000622.1",0.526537,"short-chain dehydrogenase/reductase family 9C member 7-like, transcript variant X2",41.97,2,14393,1010,2536,761,766,4
"XP_020611655.1"," ","LOC110050114",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001281.1",0.527223,"bifunctional coenzyme A synthase-like",39.34,1,5081,1611,2160,86,463,2
"XP_020605550.1"," ","LOC110044353",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000597.1",0.527786,"caspase recruitment domain-containing protein 11-like",38.86,1,14580,2574,3456,117,765,4
"XP_020614867.1"," ","LOC110053019",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001367.1",0.531793,"endoglucanase 4-like",42.76,1,4843,2421,2692,68,134,4
"XP_020623711.1"," ","LOC110061219",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001827.1",0.544703,"NFX1-type zinc finger-containing protein 1-like",41.17,1,20434,7365,9349,227,1530,18
"XP_020615450.1"," ","LOC110053547",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",0.547641,"cold shock domain-containing protein E1-like, transcript variant X2",37.68,2,18768,2666,3832,142,739,29
"XP_020615868.1"," ","LOC110053898",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001416.1",0.550487,"spondin-2-like",45.02,1,582,582,582,NA,NA,1
"XP_020610341.1"," ","LOC110048926",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001216.1",0.561891,"protein lin-52 homolog, transcript variant X2",36.86,2,5508,351,1594,131,846,6
"XP_020621889.1"," ","LOC110059526",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001705.1",0.566893,"uncharacterized LOC110059526, transcript variant X1",36.43,2,20300,3531,4794,854,408,10
"XP_020604011.1"," ","LOC110042962",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000849.1",0.574713,"calumenin-A-like",39.37,1,2441,945,1604,186,473,3
"XP_020617692.1"," ","LOC110055654",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001514.1",0.578895,"ribosome biogenesis protein BRX1 homolog",36.29,1,5799,948,1219,20,251,12
"XP_020632456.1"," ","LOC110069293",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000462.1",0.59454,"collagen alpha-1(II) chain-like",38.59,1,12567,1611,2490,48,640,23
"XP_020603486.1"," ","LOC110042451",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000842.1",0.600744,"uncharacterized LOC110042451",35.23,1,4176,570,2110,14,1526,5
"XP_020627242.1"," ","LOC110064523",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000257.1",0.60137,"transient receptor potential cation channel subfamily A member 1-like, transcript variant X3",39.14,4,55876,3236,4069,340,494,29
"XP_020630922.1"," ","LOC110067913",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000718.1",0.623046,"excitatory amino acid transporter 3-like",37.78,1,20322,2319,2704,99,286,11
"XP_020621273.1"," ","LOC110058943",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001678.1",0.644195,"cytosolic endo-beta-N-acetylglucosaminidase-like",40.52,1,19847,2199,4693,904,1590,11
"XP_020612977.1"," ","LOC110051285",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001314.1",0.647553,"thioredoxin domain-containing protein 3 homolog",37.69,1,1605,402,745,171,172,3
"XP_020630892.1"," ","LOC110067886",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000412.1",0.680484,"uncharacterized LOC110067886",39.97,1,1401,423,1277,714,140,2
"XP_020610774.1"," ","LOC110049322",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001240.1",0.708081,"tolloid-like protein 2",40.34,1,13667,1659,3329,477,1193,6
"XP_020631154.1"," ","LOC110068121",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000421.1",0.730044,"tumor protein D52-like",36.41,1,3614,573,919,87,259,5
"XP_020606070.1"," ","LOC110044831",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",0.736003,"protein O-glucosyltransferase 1-like",37.79,1,11564,1095,1672,6,571,10
"XP_020617039.1"," ","LOC110055000",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001471.1",0.749603,"uncharacterized LOC110055000",39.53,1,14393,4551,4889,169,NA,21
"XP_020614779.1"," ","LOC110052927",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001353.1",0.751362,"proline-rich extensin-like protein EPR1",40.04,1,9765,3027,3805,51,626,14
"XP_020609061.1"," ","LOC110047647",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001126.1",0.761229,"tyrosinase-like",42.35,1,4675,1047,2630,479,1104,4
"XP_020602278.1"," ","LOC110041336",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000783.1",0.766755,"uncharacterized LOC110041336, transcript variant X1",40.01,2,26956,1014,1828,426,388,4
"XP_020608525.1"," ","LOC110047125",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001107.1",0.775336,"calpain-9-like",39.07,1,17203,2058,5941,1446,2437,19
"XP_020612624.1"," ","LOC110050992",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001305.1",0.781154,"arrestin domain-containing protein 4-like",41.32,1,8309,1140,1863,124,599,6
"XP_020632192.1"," ","LOC110069075",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000725.1",0.791613,"uncharacterized LOC110069075",43.86,1,1172,912,982,70,NA,2
"XP_020602292.1"," ","LOC110041355",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000783.1",0.794807,"uncharacterized LOC110041355",40.38,1,8329,1059,1729,155,515,3
"XP_020604457.1"," ","LOC110043350",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000859.1",0.810094,"RNA-binding protein 8A-like",38.06,1,6129,507,1693,38,1148,6
"XP_020613362.1"," ","LOC110051654",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001328.1",0.815698,"protein bicaudal C homolog 1-B-like",38.06,1,31824,2889,6421,78,3454,30
"XP_020615853.1"," ","LOC110053883",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001416.1",0.831465,"chondroitin sulfate glucuronyltransferase-like",39.59,1,19521,2481,4034,696,857,8
"XP_020628974.1"," ","LOC110066118",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000353.1",0.840139,"uncharacterized LOC110066118",42.23,1,2041,501,650,5,144,2
"XP_020629030.1"," ","LOC110066166",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000353.1",0.842152,"uncharacterized LOC110066166",41.52,1,8717,4032,4792,NA,760,7
"XP_020630979.1"," ","LOC110067959",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000718.1",0.84245,"collagen alpha-5(IV) chain-like",40.23,1,27974,4626,5459,NA,833,25
"XP_020620703.1"," ","LOC110058393",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001651.1",0.854073,"uncharacterized LOC110058393",43.06,1,1333,759,1333,171,403,1
"XP_020618063.1"," ","LOC110055966",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001550.1",0.899384,"uncharacterized LOC110055966",37.96,1,21920,2223,3057,341,493,11
"XP_020623976.1"," ","LOC110061481",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001831.1",0.9055,"integrator complex subunit 11-like",37.14,1,15993,1845,3588,88,1655,22
"XP_020618912.1"," ","LOC110056738",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",0.915938,"uncharacterized LOC110056738, transcript variant X2",42.02,3,15126,3149,3795,397,249,8
"XP_020632198.1"," ","LOC110069078",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000457.1",0.921255,"phospholipase DDHD1-like",38.11,1,13907,2280,2517,189,48,12
"XP_020614455.1"," ","LOC110052653",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001350.1",0.922486,"uncharacterized LOC110052653",38.97,1,3903,669,1574,267,638,5
"XP_020608359.1"," ","LOC110046991",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001102.1",0.930374,"dual serine/threonine and tyrosine protein kinase-like",40.64,1,5124,1974,2622,648,NA,5
"XP_020608752.1"," ","LOC110047351",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001117.1",0.934324,"rhamnose-binding lectin-like",38.64,1,2677,678,882,51,102,5
"XP_020608548.1"," ","LOC110047146",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001107.1",0.942555,"uncharacterized LOC110047146",41.68,1,5849,2790,4767,NA,1977,3
"XP_020607216.1"," ","LOC110045901",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001020.1",0.942572,"nesprin-1-like, transcript variant X2",39.1,2,26011,3046,4418,720,652,13
"XP_020630176.1"," ","LOC110067214",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000390.1",0.956704,"choline transporter-like protein 4",38.68,1,4132,672,836,NA,164,9
"XP_020618014.1"," ","LOC110055925",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001550.1",0.967778,"uncharacterized LOC110055925, transcript variant X1",41.16,2,5351,890,1890,136,865,4
"XP_020603676.1"," ","LOC110042647",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000845.1",0.975146,"SH3 and PX domain-containing protein 2A-like",38.29,1,19456,3105,5731,769,1857,19
"XP_020619193.1"," ","LOC110056967",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001589.1",0.979747,"Golgi-associated plant pathogenesis-related protein 1-like, transcript variant X2",37.39,4,8993,670,2400,647,1056,5
"XP_020616912.1"," ","LOC110054882",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001463.1",0.997466,"poly [ADP-ribose] polymerase 14-like",40.48,1,9595,2253,3680,NA,1427,6
"XP_020632147.1"," ","LOC110069042",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000457.1",1.046847,"carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1-like",36.6,1,8102,852,1336,110,374,8
"XP_020616913.1"," ","LOC110054883",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001463.1",1.052963,"poly [ADP-ribose] polymerase 14-like",40.09,1,38581,4545,5056,181,330,8
"XP_020608085.1"," ","LOC110046730",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001084.1",1.059661,"protein YIPF4-like",38.77,1,6111,888,2006,7,1111,5
"XP_020616607.1"," ","LOC110054600",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001441.1",1.066005,"EF-hand calcium-binding domain-containing protein 6-like",38.87,1,24174,4128,5248,740,380,31
"XP_020621485.1"," ","LOC110059142",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001697.1",1.088247,"UDP-glucuronosyltransferase 2B19-like",39.16,1,5330,1233,2078,57,788,4
"XP_020628701.1"," ","LOC110065876",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000338.1",1.09613,"uncharacterized LOC110065876",39.61,1,21964,2868,3319,177,97,25
"XP_020621501.1"," ","LOC110059153",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001697.1",1.101573,"UDP-glucuronosyltransferase 2B10-like",41.6,1,5171,1533,2528,681,314,5
"XP_020608116.1"," ","LOC110046751",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001084.1",1.112523,"tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6-like",38.73,1,9335,1443,1871,293,135,11
"XP_020630180.1"," ","LOC110067219",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000390.1",1.138961,"GFP-like fluorescent chromoprotein cFP484",37.77,1,2645,555,1143,381,207,3
"XP_020626393.1"," ","LOC110063739",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000224.1",1.145149,"phosphatidylinositol N-acetylglucosaminyltransferase subunit P-like",37.8,1,1292,357,621,37,227,4
"XP_020608959.1"," ","LOC110047556",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001126.1",1.147476,"coiled-coil alpha-helical rod protein 1-like",37.48,1,1534,702,702,NA,NA,4
"XP_020600407.1"," ","LOC110039619",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000005.1",1.18319,"superoxide dismutase [Cu-Zn]-like",41.58,1,5358,681,681,NA,NA,6
"XP_020626508.1"," ","LOC110063854",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000238.1",1.229953,"uncharacterized LOC110063854",44.31,1,4116,2244,2693,59,390,3
"XP_020606972.1"," ","LOC110045699",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001014.1",1.234186,"sulfotransferase 1A1-like",37.28,1,8470,975,1749,388,386,5
"XP_020606970.1"," ","LOC110045698",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001014.1",1.242756,"uncharacterized LOC110045698",38.84,1,7776,1350,2140,60,669,12
"XP_020606467.1"," ","LOC110045208",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000970.1",1.243574,"uncharacterized LOC110045208",38.84,1,2217,483,1626,249,894,2
"XP_020606451.1"," ","LOC110045193",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000970.1",1.256189,"uncharacterized LOC110045193",40.11,1,1683,789,1683,10,884,1
"XP_020616069.1"," ","LOC110054075",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000654.1",1.288429,"receptor-type tyrosine-protein phosphatase delta-like",41.68,1,24929,4125,6209,92,1992,27
"XP_020631608.1"," ","LOC110068560",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",1.298754,"60S ribosomal protein L18a-like, transcript variant X1",39.43,2,22872,706,832,68,57,5
"XP_020632153.1"," ","LOC110069047",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000457.1",1.319086,"uncharacterized LOC110069047",40.22,1,7918,1128,2124,764,232,7
"XP_020615424.1"," ","LOC110053528",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001396.1",1.321365,"L-rhamnose-binding lectin CSL3-like",39.45,1,2996,663,877,24,167,4
"XP_020629342.1"," ","LOC110066458",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000364.1",1.346784,"bombyxin-related peptide B-like, transcript variant X1",39.09,3,22356,345,701,207,149,4
"XP_020618767.1"," ","LOC110056598",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",1.382595,"uncharacterized LOC110056598, transcript variant X2",39.22,2,22544,2886,3368,107,375,15
"XP_020613563.1"," ","LOC110051829",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",1.387631,"notchless protein homolog 1-like",38.5,1,18019,1428,2625,74,1123,19
"XP_020615758.1"," ","LOC110053809",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000654.1",1.42025,"uncharacterized LOC110053809, transcript variant X2",38.08,2,60368,1176,1646,349,121,9
"XP_020628747.1"," ","LOC110065908",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000338.1",1.473739,"uncharacterized LOC110065908, transcript variant X1",41.21,2,16060,1670,3897,1926,302,3
"XP_020613416.1"," ","LOC110051699",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001328.1",1.50923,"calmodulin-A-like",40.89,1,1724,471,703,NA,232,3
"XP_020616232.1"," ","LOC110054220",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001432.1",1.511126,"uncharacterized LOC110054220",39.2,1,3450,390,876,92,394,2
"XP_020632954.1"," ","LOC110069755",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000005.1",1.525376,"uncharacterized LOC110069755",38.24,1,8475,345,1651,166,1140,4
"XP_020631150.1"," ","LOC110068118",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000421.1",1.530099,"zinc metalloproteinase nas-4-like, transcript variant X3",39.48,3,20483,1028,2671,1400,122,9
"XP_020618238.1"," ","LOC110056131",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001560.1",1.586734,"stress-induced-phosphoprotein 1-like, transcript variant X2",38.46,2,14367,1690,2424,5,728,16
"XP_020601325.1"," ","LOC110040428",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000538.1",1.619323,"U4/U6.U5 tri-snRNP-associated protein 2-like",36.45,1,1967,228,1478,1198,52,3
"XP_020605962.1"," ","LOC110044731",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000956.1",1.690206,"uncharacterized LOC110044731",40.53,1,2729,426,518,77,15,2
"XP_020631734.1"," ","LOC110068666",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",1.695275,"uncharacterized LOC110068666",41.87,1,17736,2322,2740,132,153,8
"XP_020626880.1"," ","LOC110064214",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000242.1",1.720955,"BTB/POZ domain-containing protein 2-like",38.98,1,3902,1311,2841,171,1359,2
"XP_020611442.1"," ","LOC110049934",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001266.1",1.727908,"uncharacterized LOC110049934, transcript variant X1",39.91,2,6024,312,583,96,115,4
"XP_020628214.1"," ","LOC110065421",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000299.1",1.740036,"28S ribosomal protein S10, mitochondrial-like",36.63,1,6176,651,966,NA,315,7
"XP_020611381.1"," ","LOC110049880",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001262.1",1.748892,"protein enhancer of sevenless 2B-like",39.56,1,733,249,584,125,210,2
"XP_020614215.1"," ","LOC110052424",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001346.1",1.821281,"uncharacterized LOC110052424",40.67,1,17956,1209,1867,206,452,6
"XP_020618821.1"," ","LOC110056649",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",1.842943,"acetyl-coenzyme A synthetase-like",40.48,1,4859,444,1432,NA,988,4
"XP_020620984.1"," ","LOC110058672",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001662.1",1.931379,"actin cytoskeleton-regulatory complex protein PAN1-like",38.42,1,6535,1161,2311,91,1059,8
"XP_020601286.1"," ","LOC110040396",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000538.1",2.024255,"uncharacterized LOC110040396, transcript variant X3",37.74,3,6838,788,2074,510,585,6
"XP_020600470.1"," ","LOC110039675",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000005.1",2.065025,"uncharacterized LOC110039675",38.47,1,3920,867,1564,66,565,4
"XP_020602583.1"," ","LOC110041612",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000586.1",2.162228,"tripartite motif-containing protein 2-like",39.24,1,12828,2493,2771,150,128,2
"XP_020621592.1"," ","LOC110059232",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001697.1",2.166841,"uncharacterized LOC110059232",41.88,1,11277,3540,4229,567,122,13
"XP_020626319.1"," ","LOC110063660",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000224.1",2.209614,"uncharacterized protein DDB_G0267764-like, transcript variant X2",37.15,2,7039,804,2973,348,1325,8
"XP_020620314.1"," ","LOC110058066",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001650.1",2.250155,"lactadherin-like",40.13,1,3808,1194,1479,NA,285,5
"XP_020601172.1"," ","LOC110040297",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000538.1",2.278786,"multidrug resistance-associated protein 4-like",40.02,1,13083,2172,2848,676,NA,4
"XP_020613634.1"," ","LOC110051892",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",2.351655,"cytochrome P450 1A1-like, transcript variant X1",41.07,2,5971,1560,3773,128,1042,2
"XP_020623519.1"," ","LOC110061039",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000703.1",2.354612,"uncharacterized LOC110061039",37.84,1,15169,2253,2713,162,137,10
"XP_020631369.1"," ","LOC110068336",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",2.387208,"uncharacterized oxidoreductase YjmC-like",42.38,1,8709,1071,1345,126,148,12
"XP_020626336.1"," ","LOC110063677",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000224.1",2.391409,"nuclear pore complex protein DDB_G0274915-like",40.42,1,9394,3405,4107,92,610,12
"XP_020613869.1"," ","LOC110052084",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000012.1",2.465932,"uncharacterized LOC110052084",40.8,1,7295,729,1154,152,273,2
"XP_020611866.1"," ","LOC110050293",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01001289.1",2.468831,"uncharacterized LOC110050293",40.65,1,8313,2289,2797,173,335,7
"XP_020604294.1"," ","LOC110043198",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000009.1",2.530608,"uncharacterized LOC110043198",40.26,1,3348,723,840,26,91,6
"XP_020618785.1"," ","LOC110056612",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000153.1",2.703938,"ribonuclease Oy-like, transcript variant X1",41.07,2,8096,820,978,28,130,10
"XP_020631635.1"," ","LOC110068582",NA,"protein_coding","Orbicella faveolata Mountainous star coral, FL - GCA_002042975.1","MZGG01000432.1",2.882805,"ras-related protein Rab-3-like, transcript variant X2",35.49,2,10901,753,3555,15,2787,3
